external_gene_name	ensembl_gene_id	Yeast_conservation	dN/dS	Multifunctionality	Disorder	PPI_degree	SM_fitness_defect	Copy_number	CAI	Nc	Co-expression_degree	Protein_length	Expression_level	Expression_variation	Num_of_domains	Num_of_unique_domains	Broad_conservation	Observed_GI_degree	Ortholog_in_other_species_common_name	Ortholog_in_other_species_systematic name
SDO1	YLR022C	23	0.0471	10	0.26	13	NaN	1	0.229	4.82E+01	878	250	1.7	0.3092	2	2	75	NaN	SPAC4F8.03	SPAC4F8.03
IZH3	YLR023C	23	0.0832	5	0.2007	1	-0.094	1	0.254	5.03E+01	45	543	1.2	0.4251	1	1	13	35	SPAC30D11.11	SPAC30D11.11
UBR2	YLR024C	23	0.0753	7	0.0892	3	0.036	2	0.228	5.17E+01	26	1872	0.2	0.4401	1	1	27	73		
SNF7	YLR025W	23	0.0933	13	0.5042	12	NaN	1	0.185	5.69E+01	472	240	1.7	0.4032	1	1	77	NaN	vps32	SPAC1142.07c
SED5	YLR026C	23	0.0738	15	0.4853	2	NaN	1	0.242	5.34E+01	141	340	0.4	0.2048	3	3	79	NaN	sed5	SPBC8D2.14c
AAT2	YLR027C	23	0.0323	14	0.012	9	NaN	1	0.301	5.07E+01	157	418	5.2	0.4794	1	1	82	NaN	SPAC10F6.13c	SPAC10F6.13c
ADE16	YLR028C	23	0.0188	10	0.0118	22	-0.024	2	0.257	5.06E+01	571	591	3.4	0.4543	2	2	20	4		
RPL15A	YLR029C	23	0.0651	7	0.3039	9	NaN	2	0.788	2.68E+01	763	204	24.1	0.7006	1	1	53	NaN		
YLR030W	YLR030W	3	0.4017	3	0.5209	1	-0.005	1	0.228	5.74E+01	51	263	NaN	0.4578	NaN	NaN	NaN	2		
YLR031W	YLR031W	20	NaN	3	0.2151	2	-0.035	2	0.218	4.30E+01	184	186	NaN	0.5055	NaN	NaN	NaN	1		
RAD5	YLR032W	23	0.0558	26	0.2943	3	0.07	1	0.214	5.05E+01	332	1169	0.3	0.3934	4	4	61	60	rad8	SPAC13G6.01c
RSC58	YLR033W	21	0.079	9	0.2371	22	NaN	1	0.237	4.96E+01	693	502	0.4	0.274	1	1	0	NaN		
SMF3	YLR034C	23	0.0279	13	0.0846	3	0.039	3	0.286	4.82E+01	128	473	3	0.422	1	1	32	18		
MLH2	YLR035C	23	0.1997	18	0.354	6	-0.008	2	0.207	5.39E+01	64	695	NaN	0.4131	2	2	0	14		
YLR036C	YLR036C	1	0.7165	7	0.2315	1	-0.04	1	0.255	5.02E+01	21	203	1	0.2928	NaN	NaN	NaN	8		
DAN2	YLR037C	5	NaN	7	0.0242	0	-0.057	22	0.658	2.84E+01	97	124	3	0.4604	1	1	NaN	8		
COX12	YLR038C	22	0.0185	8	0.1446	0	0.294	1	0.409	4.10E+01	209	83	5.8	0.4875	1	1	68	144	cox12	SPCC1442.08c
RIC1	YLR039C	23	0.1231	12	0.1023	6	0.417	1	0.239	5.25E+01	382	1056	0.7	0.3963	1	1	1	94	SPAC1851.04c	SPAC1851.04c
YLR040C	YLR040C	8	0.2577	7	0.3571	0	-0.01	1	0.244	5.58E+01	18	224	0.3	0.493	1	1	0	10		
YLR042C	YLR042C	3	0.2687	7	0.3168	0	-0.016	1	0.212	5.07E+01	22	161	0.2	0.7297	NaN	NaN	NaN	7		
TRX1	YLR043C	23	0.0282	24	0.0291	6	0.004	2	0.58	3.70E+01	370	103	14.4	0.4818	1	1	26	6		
PDC1	YLR044C	23	0.0936	19	0.0355	5	0.006	4	0.906	2.47E+01	427	563	43.7	0.5657	3	3	7	5		
STU2	YLR045C	23	0.0924	20	0.2804	6	NaN	1	0.205	5.35E+01	351	888	0.3	0.5431	NaN	NaN	24	NaN	alp14	SPCC895.07
YLR046C	YLR046C	21	0.3283	5	0.1778	1	-0.001	4	0.186	5.32E+01	151	270	0.4	0.3629	1	1	NaN	16		
FRE8	YLR047C	23	0.072	13	0.1924	0	-0.035	9	0.207	5.08E+01	33	686	0.1	0.4278	1	1	4	13		
RPS0B	YLR048W	21	0.1943	12	0.2222	17	0.453	2	0.756	2.92E+01	827	252	16.6	0.6906	2	1	37	121		
YLR049C	YLR049C	9	0.1076	3	0.1916	2	-0.028	1	0.239	5.73E+01	139	428	1.1	0.6027	NaN	NaN	0	11		
YLR050C	YLR050C	17	0.1397	5	0.0373	4	-0.039	1	0.243	4.82E+01	70	161	1.6	0.5498	1	1	24	12		
FCF2	YLR051C	23	0.0887	8	0.5346	2	NaN	1	0.257	5.10E+01	931	217	1.3	0.6682	1	1	43	NaN	fcf2	SPAC3G9.15c
IES3	YLR052W	10	0.0851	8	0.2	21	NaN	1	0.255	5.02E+01	278	250	1.5	0.2882	NaN	NaN	0	NaN		
YLR053C	YLR053C	4	0.4439	3	0.4907	0	-0.082	1	0.23	5.48E+01	46	108	NaN	0.4838	NaN	NaN	NaN	23		
OSW2	YLR054C	21	0.0806	5	0.1823	0	-0.049	3	0.189	5.24E+01	58	724	0.1	0.6093	NaN	NaN	0	4		
SPT8	YLR055C	23	0.074	18	0.2608	17	NaN	1	0.219	5.38E+01	135	602	0.4	0.3673	1	1	8	NaN	spt8	SPBC14C8.17c
ERG3	YLR056W	23	0.0605	14	0.1315	13	0.252	1	0.307	4.82E+01	470	365	14	0.7657	1	1	47	175		
YLR057W	YLR057W	13	0.1721	9	0.1967	1	-0.014	1	0.242	5.26E+01	536	849	0.6	0.5307	1	1	4	19		
SHM2	YLR058C	23	0.0304	11	0.0235	8	-0.031	1	0.629	3.11E+01	339	469	14.9	0.819	1	1	80	9	SPAC24C9.12c	SPAC24C9.12c
REX2	YLR059C	22	0.0409	10	0.1784	1	-0.041	1	0.286	5.23E+01	92	269	0.7	0.3644	1	1	67	14	rex2	SPBC1347.07
FRS1	YLR060W	23	0.0368	11	0.0353	5	NaN	1	0.402	4.18E+01	998	595	7.6	0.5334	2	2	84	NaN	frs1	SPAC23A1.12c
RPL22A	YLR061W	17	NaN	6	0.1983	0	0.523	2	0.861	2.58E+01	789	121	39	0.6583	1	1	69	131		
YLR063W	YLR063W	20	0.0794	3	0.1123	0	-0.038	1	0.24	5.05E+01	599	365	0.6	0.5975	1	1	3	21		
YLR064W	YLR064W	23	0.077	5	0.0293	18	0.016	3	0.197	5.48E+01	59	273	1.7	0.3664	NaN	NaN	1	13		
YLR065C	YLR065C	21	0.1021	5	0.3702	1	0.069	1	0.213	4.99E+01	685	181	6.5	0.3053	1	1	16	86		
SPC3	YLR066W	21	0.1021	9	0.038	2	NaN	1	0.261	4.68E+01	311	184	1.6	0.3507	1	1	69	NaN	spc3	SPAC56F8.11
PET309	YLR067C	23	0.0996	9	0.0528	0	NaN	2	0.215	5.16E+01	239	965	0.3	0.3187	NaN	NaN	7	NaN		
FYV7	YLR068W	19	0.0729	6	0.7417	1	NaN	1	0.254	5.57E+01	799	151	1.2	0.6763	1	1	0	NaN		
MEF1	YLR069C	23	0.013	9	0.113	3	NaN	1	0.281	4.50E+01	390	761	1.8	0.4958	4	4	76	NaN	SPBC1306.01c	SPBC1306.01c
XYL2	YLR070C	12	0.0942	10	0.0112	1	-0.053	4	0.177	5.91E+01	557	356	0.2	0.5752	2	2	26	8		
RGR1	YLR071C	21	0.0755	8	0.1636	23	NaN	1	0.228	5.20E+01	605	1082	0.6	0.2748	1	1	4	NaN		
YLR072W	YLR072W	23	0.1152	6	0.4127	9	-0.012	4	0.201	5.58E+01	170	693	0.6	0.464	1	1	6	17		
YLR073C	YLR073C	13	0.142	4	0.37	0	-0.051	1	0.225	5.40E+01	683	200	0.8	0.6193	NaN	NaN	0	17		
BUD20	YLR074C	22	0.1053	9	0.3373	32	NaN	1	0.26	5.30E+01	918	166	3.7	0.6707	1	1	61	NaN	SPAC19B12.11c	SPAC19B12.11c
RPL10	YLR075W	23	0.1178	9	0.0317	29	NaN	1	0.858	2.69E+01	725	221	55.5	0.6102	1	1	84	NaN		
YLR077W	YLR077W	20	0.1268	5	0.1286	2	-0.018	1	0.219	5.37E+01	36	583	0.8	0.3444	2	2	8	12		
BOS1	YLR078C	22	0.0659	11	0.4836	0	NaN	1	0.235	5.54E+01	106	244	1.6	0.2253	1	1	11	NaN	bos1	SPAP14E8.03
SIC1	YLR079W	17	0.1461	7	0.5317	12	0.448	1	0.178	5.12E+01	139	284	1.9	0.43	NaN	NaN	0	201		
EMP46	YLR080W	23	0.1127	12	0.2207	1	0.016	2	0.184	5.12E+01	928	444	0.1	0.7362	1	1	13	18		
GAL2	YLR081W	13	0.0531	11	0.1951	0	-0.077	29	0.325	4.48E+01	27	574	0.3	0.7114	1	1	2	1		
SRL2	YLR082C	3	0.1223	5	0.3112	7	-0.039	1	0.247	5.40E+01	158	392	0.4	0.3599	NaN	NaN	NaN	27		
EMP70	YLR083C	22	0.0886	6	0.0525	18	-0.051	2	0.283	4.91E+01	1076	667	3.1	0.7198	1	1	77	7		
RAX2	YLR084C	23	0.1346	14	0.0836	1	0.007	1	0.188	5.46E+01	388	1220	0.7	0.5271	1	1	7	13	rax2	SPAC6F6.06c
ARP6	YLR085C	23	0.058	12	0.0274	10	0.054	1	0.195	5.74E+01	250	438	0.8	0.2844	1	1	32	136	arp6	SPCC550.12
SMC4	YLR086W	23	0.0967	17	0.5684	4	NaN	1	0.234	5.19E+01	406	1418	0.3	0.5135	2	2	78	NaN	cut3	SPBC146.03c
CSF1	YLR087C	20	0.0464	5	0.2039	0	0.114	1	0.217	5.21E+01	9	2958	0.3	0.5113	NaN	NaN	9	128		
GAA1	YLR088W	22	0.1008	8	0.1059	12	NaN	1	0.221	5.01E+01	218	614	1	0.3114	1	1	64	NaN	gaa1	SPAC1002.11
YLR089C	YLR089C	23	0.0356	11	0.1115	4	0.178	2	0.289	4.63E+01	156	592	1.2	0.607	1	1	38	112		
XDJ1	YLR090W	23	0.1546	11	0.4205	4	-0.001	1	0.228	5.63E+01	244	459	1.1	0.4106	3	3	0	36		
YLR091W	YLR091W	9	0.0785	3	0.0683	1	NaN	1	0.197	6.04E+01	43	293	0.2	0.3489	NaN	NaN	0	NaN		
SUL2	YLR092W	23	0.0595	11	0.1153	1	-0.022	2	0.254	5.07E+01	48	893	0.2	0.6885	2	2	51	11		
NYV1	YLR093C	17	0.0328	11	0.1937	0	-0.002	1	0.272	5.64E+01	754	253	1.1	0.4181	2	2	8	12		
GIS3	YLR094C	16	0.1436	5	0.3606	0	-0.067	1	0.199	5.55E+01	52	502	0.6	0.3389	NaN	NaN	0	13		
IOC2	YLR095C	17	0.1391	9	0.303	2	0.026	1	0.23	5.53E+01	173	812	0.8	0.2665	NaN	NaN	1	20		
KIN2	YLR096W	23	0.0914	11	0.5998	2	-0.052	2	0.223	5.01E+01	384	1147	0.7	0.4426	2	2	29	3		
HRT3	YLR097C	21	0.1114	4	0.1395	2	-0.069	1	0.242	5.13E+01	508	344	0.8	0.301	NaN	NaN	46	4	pof7	SPCC1827.08c
CHA4	YLR098C	19	0.1565	8	0.1096	9	0.004	2	0.22	5.21E+01	59	648	0.2	0.4177	2	2	2	10		
ICT1	YLR099C	17	0.0381	9	0	0	0.014	2	0.229	61	82	394	1.1	0.551	1	1	50	13		
ERG27	YLR100W	23	0.0619	15	0.0375	9	NaN	1	0.239	5.65E+01	103	347	3.9	0.4382	NaN	NaN	34	NaN	erg27	SPBC1709.07
APC9	YLR102C	9	0.1094	17	0.1472	7	-0.027	1	0.167	5.27E+01	646	265	0.2	0.519	1	1	0	29		
CDC45	YLR103C	23	0.0469	21	0.2031	0	NaN	1	0.214	5.22E+01	880	650	0.7	0.5856	1	1	72	NaN	cdc45	SPAC17D4.02
YLR104W	YLR104W	18	0.0664	3	0.2748	0	0.018	1	0.23	61	101	131	1.2	0.356	NaN	NaN	3	10		
SEN2	YLR105C	23	0.0802	13	0.2732	0	NaN	1	0.198	5.28E+01	305	377	0.7	0.3282	1	1	35	NaN	sen2	SPAPB17E12.07c
MDN1	YLR106C	21	NaN	14	0.209	29	NaN	1	0.245	5.13E+01	483	4910	1.2	0.4948	8	1	59	NaN	SPCC737.08	SPCC737.08
REX3	YLR107W	23	0.062	11	0.2624	0	-0.003	1	0.199	5.52E+01	193	404	0.7	0.3941	1	1	32	8	rex3	SPAC1782.08c
YLR108C	YLR108C	20	0.145	3	0.1113	2	-0.059	2	0.231	5.52E+01	25	485	0.3	0.7077	NaN	NaN	2	1		
AHP1	YLR109W	21	0.062	11	0.0341	7	-0.022	1	0.595	3.34E+01	221	176	26.4	0.6208	1	1	56	5	SPCC330.06c	SPCC330.06c
CCW12	YLR110C	17	0.1759	10	0.2105	18	0.084	1	0.871	2.42E+01	225	133	81.6	0.5557	1	1	0	70		
HOG1	YLR113W	23	0.0264	18	0.2989	5	0.004	1	0.284	5.15E+01	147	435	4.5	0.3645	1	1	59	76	sty1	SPAC24B11.06c
AVL9	YLR114C	21	0.1219	3	0.4306	1	0.114	1	0.225	5.11E+01	167	764	0.8	0.3708	1	1	56	70	SPAC23H3.14	SPAC23H3.14
CFT2	YLR115W	23	0.082	14	0.1932	18	NaN	1	0.227	5.23E+01	314	859	0.6	0.3649	2	2	50	NaN	cft2	SPBC1709.15c
MSL5	YLR116W	23	0.0859	13	0.5546	1	NaN	1	0.182	5.21E+01	108	476	0.4	0.3009	2	2	77	NaN	bpb1	SPCC962.06c
CLF1	YLR117C	23	0.1023	20	0.0582	23	NaN	1	0.254	5.35E+01	339	687	0.3	0.2776	1	1	80	NaN	cwf4	SPBC31F10.11c
YLR118C	YLR118C	18	0.029	8	0.0132	0	-0.063	1	0.231	4.60E+01	594	227	1	0.4396	1	1	77	10	SPAC8E11.04c	SPAC8E11.04c
SRN2	YLR119W	20	0.1547	11	0.2911	5	0.155	1	0.222	5.41E+01	343	213	0.4	0.4185	1	1	2	160		
YPS1	YLR120C	22	0.1161	7	0.246	0	-0.015	6	0.22	5.20E+01	689	569	1.2	0.6335	1	1	4	18		
YPS3	YLR121C	22	0.112	10	0.2638	8	-0.036	6	0.206	5.61E+01	182	508	0.2	0.455	1	1	3	5		
YLR125W	YLR125W	3	0.4744	3	0.5147	2	-0.024	1	0.235	5.74E+01	9	136	NaN	0.4393	NaN	NaN	NaN	5		
YLR126C	YLR126C	20	0.1449	6	0.0518	0	-0.05	1	0.211	5.42E+01	20	251	0.7	0.4746	1	1	18	12	SPAC13C5.04	SPAC13C5.04
APC2	YLR127C	23	0.1226	17	0.1266	7	NaN	1	0.213	5.19E+01	70	853	0.2	0.2781	2	2	66	NaN	apc2	SPBP23A10.04
DCN1	YLR128W	22	0.2305	6	0.1375	0	-0.039	1	0.235	5.67E+01	346	269	0.3	0.4815	1	1	67	11	SPBC839.03c	SPBC839.03c
DIP2	YLR129W	23	0.0286	14	0.0414	12	NaN	1	0.245	4.54E+01	1072	943	2.4	0.7043	10	2	81	NaN	SPBC3D6.12	SPBC3D6.12
ZRT2	YLR130C	21	0.0973	11	0.3957	0	-0.059	2	0.212	5.21E+01	113	422	1.6	0.4399	1	1	43	4		
ACE2	YLR131C	23	0.1386	11	0.5844	5	-0.086	2	0.22	5.59E+01	120	770	0.8	0.5078	2	1	21	81	prz1	SPAC4G8.13c
YLR132C	YLR132C	14	0.2262	7	0.231	5	NaN	1	0.247	5.60E+01	406	290	0.4	0.6202	1	1	1	NaN		
CKI1	YLR133W	23	0.0725	9	0.1804	5	-0.055	2	0.253	5.17E+01	442	582	0.3	0.5695	2	2	62	16		
PDC5	YLR134W	23	0.1119	13	0.0284	2	-0.023	4	0.76	2.82E+01	270	563	0.9	0.514	3	3	7	14		
SLX4	YLR135W	18	0.2049	9	0.4064	10	-0.036	1	0.207	5.21E+01	81	748	0.3	0.4232	1	1	0	9		
TIS11	YLR136C	21	0.0876	9	0.586	0	-0.019	2	0.222	5.15E+01	29	285	0.4	0.6873	2	1	15	10		
YLR137W	YLR137W	19	0.2031	3	0.2888	0	-0.011	1	0.211	5.75E+01	6	367	0.4	0.5509	NaN	NaN	5	5		
NHA1	YLR138W	23	NaN	15	0.5299	3	-0.027	1	0.204	5.05E+01	67	985	0.7	0.388	2	2	8	10	sod22	SPAC3A11.09
SLS1	YLR139C	19	0.2389	9	0.1835	1	NaN	1	0.253	5.42E+01	89	643	0.2	0.491	NaN	NaN	1	NaN		
RRN5	YLR141W	20	0.2015	8	0.2645	0	NaN	1	0.211	5.27E+01	31	363	NaN	0.5373	NaN	NaN	0	NaN		
PUT1	YLR142W	22	0.0471	8	0.0882	0	-0.042	1	0.266	5.22E+01	478	476	0.2	0.7556	1	1	37	10		
YLR143W	YLR143W	22	0.0775	6	0.0701	1	0.043	1	0.245	5.11E+01	683	685	0.7	0.3197	2	2	43	17	mug71	SPBC577.12
ACF2	YLR144C	23	0.1018	9	0.1361	21	-0.02	2	0.242	4.90E+01	311	779	0.6	0.4751	1	1	7	4		
RMP1	YLR145W	21	0.2149	9	0.2935	1	NaN	1	0.189	5.08E+01	423	201	0.3	0.3797	NaN	NaN	1	NaN		
SPE4	YLR146C	23	0.0652	6	0.0233	2	-0.028	2	0.277	5.38E+01	932	300	1.5	0.5056	1	1	3	14		
SMD3	YLR147C	22	0.0264	12	0.2178	36	NaN	1	0.185	4.86E+01	406	101	1.5	0.3604	1	1	75	NaN	smd3	SPBC19C2.14
PEP3	YLR148W	23	0.0794	22	0.1057	8	NaN	1	0.256	5.50E+01	231	918	0.4	0.3781	3	3	78	NaN	pep3	SPCC790.02
YLR149C	YLR149C	22	0.0645	3	0.3082	1	-0.025	1	0.235	4.91E+01	1034	730	0.1	0.8963	1	1	9	6		
STM1	YLR150W	18	0.198	14	0.7399	80	0.07	1	0.753	2.95E+01	814	273	19.1	0.5712	1	1	6	79	SPBC16A3.08c	SPBC16A3.08c
PCD1	YLR151C	22	0.0733	7	0.2	0	-0.024	1	0.208	5.21E+01	467	340	0.4	0.5439	1	1	32	8		
YLR152C	YLR152C	18	0.0766	6	0.3264	0	-0.026	3	0.203	5.25E+01	423	576	0.3	0.6668	1	1	8	6		
ACS2	YLR153C	23	0.0188	15	0.0469	22	NaN	2	0.427	3.81E+01	259	683	4.6	0.5108	3	3	72	NaN	SPCC191.02c	SPCC191.02c
RNH203	YLR154C	6	0.1385	5	0.2818	2	0.031	1	0.246	5.79E+01	281	110	1.9	0.4558	NaN	NaN	NaN	20		
ASP3-1	YLR155C	4	NaN	12	0.0442	0	NaN	4	0.231	4.71E+01	77	362	0.6	0.48	NaN	NaN	10	NaN		
YLR156W	YLR156W	1	NaN	3	0.193	1	NaN	1	0.245	5.83E+01	9	114	0.1	0.609	NaN	NaN	NaN	NaN		
ASP3-2	YLR157C	4	NaN	11	0.0442	1	NaN	4	0.231	4.71E+01	93	362	0.6	0.4908	NaN	NaN	10	NaN		
ASP3-3	YLR158C	4	NaN	9	0.0442	0	NaN	4	0.231	4.71E+01	108	362	1	0.4271	NaN	NaN	10	NaN		
YLR159W	YLR159W	1	NaN	3	0.193	0	NaN	1	0.245	5.83E+01	18	114	0.2	0.6028	NaN	NaN	NaN	NaN		
ASP3-4	YLR160C	4	NaN	9	0.0442	0	NaN	4	0.231	4.71E+01	117	362	0.6	0.433	NaN	NaN	10	NaN		
YLR161W	YLR161W	1	NaN	3	0.193	0	NaN	1	0.245	5.83E+01	8	114	0.2	0.6174	NaN	NaN	NaN	NaN		
YLR162W	YLR162W	2	NaN	5	0.4831	0	NaN	1	0.2	5.13E+01	0	118	NaN	0.5039	NaN	NaN	NaN	NaN		
MAS1	YLR163C	23	0.0308	11	0.0952	4	NaN	2	0.21	4.67E+01	321	462	0.4	0.4087	2	2	83	NaN	qcr1	SPBP23A10.15c
YLR164W	YLR164W	23	0.0732	12	0.119	0	-0.038	3	0.204	5.54E+01	582	168	NaN	0.7257	1	1	33	7		
PUS5	YLR165C	12	0.1659	8	0.0157	0	-0.046	1	0.257	4.92E+01	238	254	0.3	0.3511	1	1	19	18		
SEC10	YLR166C	23	0.0596	18	0.1527	7	NaN	1	0.233	4.74E+01	444	871	0.6	0.4093	1	1	67	NaN	sec10	SPAC13F5.06c
RPS31	YLR167W	22	0.0202	13	0.2105	2	NaN	1	0.812	2.77E+01	670	152	52.5	0.6827	2	2	74	NaN		
YLR168C	YLR168C	23	0.0326	7	0.0522	0	-0.002	2	0.265	5.35E+01	325	230	0.9	0.6765	1	1	67	35		
APS1	YLR170C	22	0.0496	15	0.1154	10	0.006	1	0.192	5.61E+01	301	156	1.8	0.3408	1	1	80	15	vas2	SPAP27G11.06c
DPH5	YLR172C	23	0.0336	6	0.0667	8	-0.01	1	0.259	4.51E+01	754	300	1.8	0.5835	1	1	84	15	SPCC576.14	SPCC576.14
YLR173W	YLR173W	11	0.1803	5	0.0872	1	-0.021	1	0.208	5.98E+01	327	608	0.2	0.4617	NaN	NaN	0	12		
IDP2	YLR174W	23	0.0151	14	0.0097	0	-0.036	3	0.276	5.11E+01	563	412	NaN	0.6275	1	1	32	1		
CBF5	YLR175W	23	0.0432	22	0.3499	61	NaN	1	0.428	3.83E+01	1049	483	11.2	0.8045	3	3	81	NaN	SPAC29A4.04c	SPAC29A4.04c
RFX1	YLR176C	22	0.1329	9	0.4044	1	-0.03	1	0.199	5.48E+01	244	811	0.2	0.4442	1	1	27	3	sak1	SPAC3G9.14
YLR177W	YLR177W	15	NaN	3	0.2994	3	0.002	2	0.239	5.72E+01	654	628	0.9	0.5596	1	1	6	7		
TFS1	YLR178C	19	0.034	12	0.21	2	-0.025	2	0.226	5.13E+01	1028	219	0.7	0.9229	1	1	42	5		
YLR179C	YLR179C	19	0.0967	4	0.1194	5	-0.035	2	0.274	4.37E+01	384	201	5.1	0.5216	1	1	37	1		
SAM1	YLR180W	23	0.0086	18	0.0131	42	0.024	2	0.594	3.25E+01	792	382	7.2	0.6958	3	3	67	23		
VTA1	YLR181C	22	0.2288	13	0.4545	6	-0.027	1	0.184	6.00E+01	384	330	0.8	0.4703	2	1	33	30		
SWI6	YLR182W	23	0.1117	13	0.3811	8	0.703	1	0.209	4.91E+01	621	803	0.4	0.4356	2	2	5	98	cdc10	SPBC336.12c
TOS4	YLR183C	23	0.1417	7	0.5501	1	0.013	2	0.206	5.24E+01	1024	489	0.6	0.705	1	1	4	7		
RPL37A	YLR185W	19	NaN	10	0.3636	3	0.404	4	0.709	2.60E+01	689	88	32.1	0.6784	1	1	79	92		
EMG1	YLR186W	22	0.0194	16	0.2302	11	NaN	1	0.311	5.07E+01	960	252	3.1	0.7272	1	1	78	NaN	mra1	SPAC18G6.07c
SKG3	YLR187W	18	0.1446	6	0.4503	4	-0.052	2	0.216	5.19E+01	176	1026	0.3	0.3732	1	1	5	5		
MDL1	YLR188W	22	0.0673	12	0.1669	0	-0.01	2	0.206	5.27E+01	256	695	1.3	0.4156	2	2	67	12	mdl1	SPBC9B6.09c
ATG26	YLR189C	19	0.0634	16	0.3781	2	0	1	0.209	5.02E+01	591	1198	0.7	0.4163	4	4	8	12		
MMR1	YLR190W	9	0.1137	13	0.4155	3	0.169	1	0.211	5.25E+01	52	491	0.6	0.476	1	1	0	100		
PEX13	YLR191W	23	0.0937	8	0.5052	1	0.105	1	0.159	5.48E+01	74	386	0.7	0.2788	2	2	55	88	pex13	SPAC3C7.10
HCR1	YLR192C	22	0.0514	7	0.4792	9	NaN	1	0.369	4.07E+01	433	265	4.9	0.3695	1	1	3	NaN		
UPS1	YLR193C	22	0.0278	7	0.0914	0	0.199	1	0.194	5.96E+01	380	175	0.4	0.4224	1	1	46	147	SPAP8A3.10	SPAP8A3.10
YLR194C	YLR194C	10	0.3435	8	0.4449	1	0.001	1	0.2	5.82E+01	165	254	1.9	0.6776	NaN	NaN	0	8		
NMT1	YLR195C	23	0.0629	9	0.0879	0	NaN	1	0.27	4.89E+01	212	455	1.3	0.4685	2	2	83	NaN	SPBC2G2.11	SPBC2G2.11
PWP1	YLR196W	23	0.063	6	0.1337	44	NaN	1	0.312	4.36E+01	1024	576	3.1	0.822	1	1	78	NaN	SPBC1711.16	SPBC1711.16
SIK1	YLR197W	23	0.0261	11	0.2044	38	NaN	1	0.415	3.65E+01	947	504	7.3	0.7963	3	3	77	NaN	SPBC646.10c	SPBC646.10c
YLR199C	YLR199C	17	0.1232	3	0.1159	11	-0.01	1	0.198	5.63E+01	120	276	1	0.2919	1	1	0	26		
YKE2	YLR200W	23	0.131	9	0.5351	10	0.167	1	0.209	5.05E+01	529	114	0.6	0.3549	1	1	75	136	SPAC3A11.13	SPAC3A11.13
COQ9	YLR201C	23	0.0622	7	0.0808	0	NaN	1	0.254	4.94E+01	851	260	0.8	0.3867	1	1	44	NaN	coq9	SPAC19G12.11
MSS51	YLR203C	23	0.0391	9	0.1239	8	NaN	1	0.235	5.49E+01	703	436	1.6	0.4756	1	1	9	NaN	SPAC25B8.04c	SPAC25B8.04c
QRI5	YLR204W	15	0.2024	6	0.3423	0	NaN	1	0.146	5.30E+01	335	111	1	0.4186	1	1	NaN	NaN		
HMX1	YLR205C	18	0.0605	11	0.0189	1	-0.038	1	0.23	5.13E+01	181	317	0.6	0.7264	1	1	30	23		
ENT2	YLR206W	23	0.0447	12	0.6297	6	-0.02	3	0.331	4.92E+01	401	613	0.9	0.3988	1	1	51	19		
HRD3	YLR207W	21	0.0477	10	0.1236	0	-0.081	1	0.252	5.49E+01	277	833	0.3	0.3997	3	1	63	13	SPAC1B3.10c	SPAC1B3.10c
SEC13	YLR208W	23	0.0151	10	0.0236	13	NaN	1	0.365	4.78E+01	251	297	5.3	0.3528	5	1	77	NaN	sec13	SPBC215.15
PNP1	YLR209C	22	0.0459	13	0.0129	1	-0.026	1	0.218	5.01E+01	93	311	1	0.378	1	1	58	6	SPAC1805.16c	SPAC1805.16c
CLB4	YLR210W	23	0.1966	14	0.2848	1	-0.084	4	0.263	5.29E+01	290	460	0.6	0.4044	2	2	30	30		
YLR211C	YLR211C	11	0.1197	3	0.3142	2	-0.003	1	0.254	5.21E+01	97	226	0.7	0.3985	NaN	NaN	0	9		
TUB4	YLR212C	23	0.0271	29	0.0655	3	NaN	1	0.245	5.60E+01	433	473	0.4	0.4742	2	2	81	NaN	tug1	SPBC32F12.04
CRR1	YLR213C	23	0.1231	9	0.045	0	0	3	0.201	5.62E+01	14	422	0.1	0.3775	1	1	5	11		
FRE1	YLR214W	23	0.0711	17	0.0496	1	-0.001	9	0.24	4.90E+01	62	686	2.4	0.7181	3	3	16	8		
CDC123	YLR215C	23	0.0828	6	0.2056	9	NaN	1	0.255	5.58E+01	742	360	0.6	0.3838	1	1	55	NaN	SPAP27G11.03	SPAP27G11.03
CPR6	YLR216C	22	0.0321	8	0.1078	12	0.001	2	0.322	4.35E+01	352	371	5.3	0.6352	2	2	70	35	wis2	SPAC1B3.03c
YLR218C	YLR218C	20	NaN	5	0.4867	5	0.246	1	0.22	61	322	150	0.7	0.6259	NaN	NaN	0	121	SPCC550.01c	SPCC550.01c
MSC3	YLR219W	9	0.1701	8	0.5604	13	0.012	1	0.19	5.45E+01	832	728	0.6	0.4305	NaN	NaN	0	26		
CCC1	YLR220W	23	0.0549	15	0.3043	1	-0.028	1	0.204	5.00E+01	104	322	1.2	0.4576	1	1	24	12	pcl1	SPBC1683.10c
RSA3	YLR221C	18	0.2014	7	0.4864	12	0.013	1	0.218	5.22E+01	890	220	1.7	0.6658	NaN	NaN	2	27		
UTP13	YLR222C	23	0.0596	13	0	16	NaN	1	0.259	4.70E+01	1061	817	2.1	0.7093	8	2	78	NaN	utp13	SPCC16A11.02
IFH1	YLR223C	21	0.1025	11	0.7309	7	NaN	2	0.209	4.88E+01	578	1085	1	0.5754	1	1	0	NaN		
YLR224W	YLR224W	11	0.1109	3	0.1084	0	-0.039	1	0.223	5.96E+01	38	369	1.2	0.2709	NaN	NaN	0	12		
