ensembl_gene	associated_gene_name	salt_HeLa
ENSG00000175634	RPS6KB2	unresponsive
ENSG00000255949	RPS6KB2-AS1	unresponsive
ENSG00000172725	CORO1B	unresponsive
ENSG00000175514	GPR152	unresponsive
ENSG00000175544	CABP4	unresponsive
ENSG00000172663	TMEM134	unresponsive
ENSG00000110711	AIP	unresponsive
ENSG00000110697	PITPNM1	unresponsive
ENSG00000167797	CDK2AP2	unresponsive
ENSG00000084207	GSTP1	unresponsive
ENSG00000184224	C11orf72	unresponsive
ENSG00000255119	AP003385.3	unresponsive
ENSG00000167792	NDUFV1	unresponsive
ENSG00000167799	NUDT8	unresponsive
ENSG00000167800	TBX10	unresponsive
ENSG00000239559	RPL37P2	unresponsive
ENSG00000184795	UNC93B5	unresponsive
ENSG00000254447	OR7E11P	unresponsive
ENSG00000227620	ALG1L8P	unresponsive
ENSG00000160172	FAM86C2P	unresponsive
ENSG00000255554	OR7E1P	upregulated
ENSG00000110057	UNC93B1	unresponsive
ENSG00000006534	ALDH3B1	unresponsive
ENSG00000255306	AC004923.4	unresponsive
ENSG00000110717	NDUFS8	unresponsive
ENSG00000110719	TCIRG1	unresponsive
ENSG00000275022	MIR6753	unresponsive
ENSG00000255031	AP002807.1	unresponsive
ENSG00000110721	CHKA	unresponsive
ENSG00000255236	AP002992.1	unresponsive
ENSG00000110066	KMT5B	unresponsive
ENSG00000171067	C11orf24	unresponsive
ENSG00000162337	LRP5	unresponsive
ENSG00000110075	PPP6R3	unresponsive
ENSG00000260808	AP003096.1	unresponsive
ENSG00000069482	GAL	unresponsive
ENSG00000132749	TESMIN	unresponsive
ENSG00000110090	CPT1A	unresponsive
ENSG00000250508	AP000808.1	unresponsive
ENSG00000197345	MRPL21	unresponsive
ENSG00000132740	IGHMBP2	unresponsive
ENSG00000255741	AP000808.2	unresponsive
ENSG00000261625	AP003071.4	unresponsive
ENSG00000261276	AP003071.3	unresponsive
ENSG00000172935	MRGPRF	unresponsive
ENSG00000162341	TPCN2	unresponsive
ENSG00000265539	MIR3164	unresponsive
ENSG00000259799	NA	unresponsive
ENSG00000172927	MYEOV	unresponsive
ENSG00000255774	AP000439.2	unresponsive
ENSG00000110092	CCND1	unresponsive
ENSG00000149716	LTO1	unresponsive
ENSG00000281781	NA	unresponsive
ENSG00000162344	FGF19	unresponsive
ENSG00000131620	ANO1	unresponsive
ENSG00000168040	FADD	unresponsive
ENSG00000254721	AP000879.1	unresponsive
ENSG00000131626	PPFIA1	unresponsive
ENSG00000255329	H2AFZP4	unresponsive
ENSG00000254604	AP002336.2	unresponsive
ENSG00000254484	AP002336.1	unresponsive
ENSG00000255539	AP002336.3	unresponsive
ENSG00000246889	AP000487.1	unresponsive
ENSG00000085733	CTTN	unresponsive
ENSG00000162105	SHANK2	upregulated
ENSG00000172893	DHCR7	unresponsive
ENSG00000254682	AP002387.1	unresponsive
ENSG00000172890	NADSYN1	unresponsive
ENSG00000254924	AP000867.2	unresponsive
ENSG00000158483	FAM86C1	unresponsive
ENSG00000248671	ALG1L9P	unresponsive
ENSG00000254978	ALG1L9P	unresponsive
ENSG00000264091	NA	unresponsive
ENSG00000214534	ZNF705E	unresponsive
ENSG00000254469	AP002495.1	unresponsive
ENSG00000225805	DEFB131B	unresponsive
ENSG00000228915	OR7E128P	unresponsive
ENSG00000254593	OR7E126P	unresponsive
ENSG00000137522	RNF121	unresponsive
ENSG00000137496	IL18BP	unresponsive
ENSG00000137497	NUMA1	unresponsive
ENSG00000251143	AP002490.1	unresponsive
ENSG00000184154	LRTOMT	unresponsive
ENSG00000149357	LAMTOR1	unresponsive
ENSG00000110200	ANAPC15	unresponsive
ENSG00000110203	FOLR3	unresponsive
ENSG00000110195	FOLR1	unresponsive
ENSG00000165457	FOLR2	unresponsive
ENSG00000165458	INPPL1	unresponsive
ENSG00000165462	PHOX2A	unresponsive
ENSG00000228286	AP000593.2	upregulated
ENSG00000213365	AP000593.1	unresponsive
ENSG00000162129	CLPB	unresponsive
ENSG00000255843	AP000593.3	unresponsive
ENSG00000238048	ART2P	unresponsive
ENSG00000276109	AP005019.3	unresponsive
ENSG00000274664	AP005019.2	unresponsive
ENSG00000227467	LINC01537	unresponsive
ENSG00000186642	PDE2A	unresponsive
ENSG00000256633	AP005019.1	unresponsive
ENSG00000186635	ARAP1	unresponsive
ENSG00000256007	ARAP1-AS1	unresponsive
ENSG00000245148	ARAP1-AS2	unresponsive
ENSG00000214530	STARD10	unresponsive
ENSG00000168010	ATG16L2	unresponsive
ENSG00000137478	FCHSD2	unresponsive
ENSG00000175591	P2RY2	unresponsive
ENSG00000260401	AP002761.4	unresponsive
ENSG00000171631	P2RY6	unresponsive
ENSG00000257038	AP002761.3	unresponsive
ENSG00000110237	ARHGEF17	unresponsive
ENSG00000054967	RELT	unresponsive
ENSG00000256928	AP000763.4	unresponsive
ENSG00000054965	FAM168A	unresponsive
ENSG00000256448	AP000763.3	unresponsive
ENSG00000021300	PLEKHB1	unresponsive
ENSG00000175582	RAB6A	unresponsive
ENSG00000256034	AP002770.1	unresponsive
ENSG00000175581	MRPL48	unresponsive
ENSG00000181924	COA4	unresponsive
ENSG00000175575	PAAF1	unresponsive
ENSG00000187726	DNAJB13	upregulated
ENSG00000255847	AP003717.1	unresponsive
ENSG00000175567	UCP2	unresponsive
ENSG00000175564	UCP3	upregulated
ENSG00000168014	C2CD3	unresponsive
ENSG00000214517	PPME1	unresponsive
ENSG00000280269	AP000577.1	unresponsive
ENSG00000149380	P4HA3	unresponsive
ENSG00000206913	RF00409	unresponsive
ENSG00000246211	P4HA3-AS1	unresponsive
ENSG00000165434	PGM2L1	unresponsive
ENSG00000212961	HNRNPA1P40	unresponsive
ENSG00000175538	KCNE3	unresponsive
ENSG00000254928	AP001372.3	unresponsive
ENSG00000175536	LIPT2	unresponsive
ENSG00000254837	AP001372.2	unresponsive
ENSG00000077514	POLD3	unresponsive
ENSG00000054938	CHRDL2	unresponsive
ENSG00000279353	AP001324.3	unresponsive
ENSG00000227615	AP001324.1	unresponsive
ENSG00000166439	RNF169	unresponsive
ENSG00000166435	XRRA1	unresponsive
ENSG00000278879	AP000560.1	unresponsive
ENSG00000241170	AP001992.1	upregulated
ENSG00000118363	SPCS2	unresponsive
ENSG00000200152	RNU6-216P	unresponsive
ENSG00000162139	NEU3	unresponsive
ENSG00000137491	SLCO2B1	unresponsive
ENSG00000254429	AP001972.1	unresponsive
ENSG00000279117	AP001972.5	unresponsive
ENSG00000137486	ARRB1	unresponsive
ENSG00000254963	AP001972.2	unresponsive
ENSG00000149273	RPS3	unresponsive
ENSG00000207445	SNORD15B	unresponsive
ENSG00000149243	KLHL35	unresponsive
ENSG00000158555	GDPD5	unresponsive
ENSG00000149257	SERPINH1	unresponsive
ENSG00000255326	AP001922.5	unresponsive
ENSG00000171533	MAP6	upregulated
ENSG00000062282	DGAT2	unresponsive
ENSG00000254814	AP003031.1	unresponsive
ENSG00000255507	UVRAG-DT	upregulated
ENSG00000198382	UVRAG	upregulated
ENSG00000255421	AP002340.1	upregulated
ENSG00000085741	WNT11	unresponsive
ENSG00000254933	AP000785.1	unresponsive
ENSG00000137492	THAP12	unresponsive
ENSG00000179240	GVQW3	downregulated
ENSG00000272301	AP002360.3	unresponsive
ENSG00000255135	AP002360.1	unresponsive
ENSG00000158636	EMSY	unresponsive
ENSG00000236304	AP001189.1	unresponsive
ENSG00000137507	LRRC32	upregulated
ENSG00000254975	AP001189.4	unresponsive
ENSG00000204529	GUCY2EP	unresponsive
ENSG00000254761	NA	unresponsive
ENSG00000254632	AP003119.1	downregulated
ENSG00000182704	TSKU	unresponsive
ENSG00000255100	AP003119.2	unresponsive
ENSG00000261578	AP003119.3	unresponsive
ENSG00000078124	ACER3	unresponsive
ENSG00000254988	AP002498.1	unresponsive
ENSG00000198488	B3GNT6	unresponsive
ENSG00000149260	CAPN5	unresponsive
ENSG00000137474	MYO7A	unresponsive
ENSG00000149269	PAK1	unresponsive
ENSG00000268635	AP003680.1	unresponsive
ENSG00000074201	CLNS1A	unresponsive
ENSG00000238880	RNU7-59P	unresponsive
ENSG00000178301	AQP11	unresponsive
ENSG00000048649	RSF1	unresponsive
ENSG00000254985	RSF1-IT2	unresponsive
ENSG00000227376	FTH1P16	unresponsive
ENSG00000255409	RSF1-IT1	unresponsive
ENSG00000219529	AP000580.1	unresponsive
ENSG00000087884	AAMDC	unresponsive
ENSG00000254459	AP002812.2	unresponsive
ENSG00000254691	AP002812.3	unresponsive
ENSG00000255449	AP002812.5	unresponsive
ENSG00000149262	INTS4	unresponsive
ENSG00000254829	AP003032.2	unresponsive
ENSG00000151364	KCTD14	unresponsive
ENSG00000151365	THRSP	unresponsive
ENSG00000151366	NDUFC2	unresponsive
ENSG00000159063	ALG8	unresponsive
ENSG00000252494	RNU6-126P	unresponsive
ENSG00000246174	KCTD21-AS1	unresponsive
ENSG00000188997	KCTD21	unresponsive
ENSG00000118369	USP35	upregulated
ENSG00000033327	GAB2	unresponsive
ENSG00000254420	AP003086.2	unresponsive
ENSG00000251323	AP003086.1	unresponsive
ENSG00000137513	NARS2	unresponsive
ENSG00000149256	TENM4	unresponsive
ENSG00000254471	AP001284.1	unresponsive
ENSG00000227097	RPS28P7	unresponsive
ENSG00000137509	PRCP	unresponsive
ENSG00000165490	DDIAS	unresponsive
ENSG00000137502	RAB30	unresponsive
ENSG00000246067	RAB30-AS1	unresponsive
ENSG00000255503	AP001767.3	unresponsive
ENSG00000279900	AP001767.4	unresponsive
ENSG00000255010	AP001767.2	upregulated
ENSG00000165494	PCF11	unresponsive
ENSG00000254676	AP000873.4	unresponsive
ENSG00000247137	AP000873.2	unresponsive
ENSG00000269939	PCF11-AS1	unresponsive
ENSG00000137494	ANKRD42	unresponsive
ENSG00000254551	AP000873.3	unresponsive
ENSG00000137500	CCDC90B	unresponsive
ENSG00000255234	AP000446.1	unresponsive
ENSG00000150672	DLG2	unresponsive
ENSG00000255311	AP002370.2	unresponsive
ENSG00000171204	TMEM126B	unresponsive
ENSG00000171202	TMEM126A	unresponsive
ENSG00000137504	CREBZF	downregulated
ENSG00000179071	CCDC89	upregulated
ENSG00000137501	SYTL2	unresponsive
ENSG00000279742	AP000974.1	unresponsive
ENSG00000073921	PICALM	unresponsive
ENSG00000074266	EED	unresponsive
ENSG00000254783	AP003084.1	unresponsive
ENSG00000255222	SETP17	unresponsive
ENSG00000149196	HIKESHI	unresponsive
ENSG00000149201	CCDC81	unresponsive
ENSG00000278989	AP001148.1	unresponsive
ENSG00000151376	ME3	unresponsive
ENSG00000254731	AP003059.1	unresponsive
ENSG00000150687	PRSS23	unresponsive
ENSG00000255471	AP001528.2	unresponsive
ENSG00000280339	AP001528.3	unresponsive
ENSG00000174804	FZD4	unresponsive
ENSG00000246523	AP001528.1	unresponsive
ENSG00000166575	TMEM135	unresponsive
ENSG00000270510	AP000811.1	unresponsive
ENSG00000123892	RAB38	unresponsive
ENSG00000109861	CTSC	unresponsive
ENSG00000086991	NOX4	unresponsive
ENSG00000134612	FOLH1B	unresponsive
ENSG00000223417	TRIM49D1	upregulated
ENSG00000233802	TRIM49D2	upregulated
ENSG00000204449	TRIM49C	unresponsive
ENSG00000077616	NAALAD2	unresponsive
ENSG00000280385	AP000648.3	unresponsive
ENSG00000110172	CHORDC1	unresponsive
ENSG00000280367	AP002364.1	unresponsive
ENSG00000214391	TUBAP2	unresponsive
ENSG00000165323	FAT3	unresponsive
ENSG00000278892	AP002371.1	unresponsive
ENSG00000180773	SLC36A4	unresponsive
ENSG00000255445	AP003072.2	unresponsive
ENSG00000165325	DEUP1	unresponsive
ENSG00000166002	SMCO4	unresponsive
ENSG00000166004	CEP295	unresponsive
ENSG00000254911	SCARNA9	unresponsive
ENSG00000279696	AP001273.1	unresponsive
ENSG00000166012	TAF1D	unresponsive
ENSG00000202314	SNORD6	unresponsive
ENSG00000182919	C11orf54	unresponsive
ENSG00000042429	MED17	unresponsive
ENSG00000214376	VSTM5	unresponsive
ENSG00000181333	HEPHL1	unresponsive
ENSG00000110218	PANX1	unresponsive
ENSG00000256745	AP002784.2	unresponsive
ENSG00000250519	AP002784.1	upregulated
ENSG00000123901	GPR83	upregulated
ENSG00000020922	MRE11	unresponsive
ENSG00000255893	AP000786.1	unresponsive
ENSG00000168876	ANKRD49	downregulated
ENSG00000196371	FUT4	downregulated
ENSG00000134627	PIWIL4	upregulated
ENSG00000255929	AP000943.3	downregulated
ENSG00000280167	AP000943.4	unresponsive
ENSG00000166025	AMOTL1	unresponsive
ENSG00000256469	AP002383.2	unresponsive
ENSG00000150316	CWC15	unresponsive
ENSG00000186280	KDM4D	unresponsive
ENSG00000235268	KDM4E	unresponsive
ENSG00000256779	AP002383.3	unresponsive
ENSG00000263465	SRSF8	unresponsive
ENSG00000149218	ENDOD1	unresponsive
ENSG00000245552	AP000787.1	unresponsive
ENSG00000149212	SESN3	unresponsive
ENSG00000077458	FAM76B	unresponsive
ENSG00000166037	CEP57	unresponsive
ENSG00000087053	MTMR2	unresponsive
ENSG00000184384	MAML2	unresponsive
ENSG00000266192	MIR1260B	unresponsive
ENSG00000149231	CCDC82	unresponsive
ENSG00000183340	JRKL	unresponsive
ENSG00000248027	AP001351.1	unresponsive
ENSG00000165895	ARHGAP42	unresponsive
ENSG00000170647	NA	unresponsive
ENSG00000082175	PGR	unresponsive
ENSG00000137672	TRPC6	unresponsive
ENSG00000187151	ANGPTL5	unresponsive
ENSG00000110318	CEP126	unresponsive
ENSG00000137691	CFAP300	unresponsive
ENSG00000277459	AP001527.2	unresponsive
ENSG00000137693	YAP1	unresponsive
ENSG00000254422	AP000942.2	unresponsive
ENSG00000243777	AP000942.1	unresponsive
ENSG00000023445	BIRC3	downregulated
ENSG00000110330	BIRC2	unresponsive
ENSG00000152558	TMEM123	unresponsive
ENSG00000255337	AP001830.1	unresponsive
ENSG00000137673	MMP7	unresponsive
ENSG00000149968	MMP3	unresponsive
ENSG00000262406	MMP12	unresponsive
ENSG00000137745	MMP13	unresponsive
ENSG00000260966	AP001486.2	unresponsive
ENSG00000137692	DCUN1D5	unresponsive
ENSG00000187240	DYNC2H1	upregulated
ENSG00000170962	PDGFD	unresponsive
ENSG00000235505	CASP17P	upregulated
ENSG00000196954	CASP4	unresponsive
ENSG00000137752	CASP1	unresponsive
ENSG00000204397	CARD16	unresponsive
ENSG00000152578	GRIA4	unresponsive
ENSG00000170903	MSANTD4	unresponsive
ENSG00000182359	KBTBD3	unresponsive
ENSG00000149313	AASDHPPT	unresponsive
ENSG00000254433	AP001001.1	unresponsive
ENSG00000152402	GUCY1A2	unresponsive
ENSG00000274584	AP001282.2	unresponsive
ENSG00000213252	AP001282.1	unresponsive
ENSG00000261098	AP000766.1	unresponsive
ENSG00000152404	CWF19L2	unresponsive
ENSG00000137760	ALKBH8	unresponsive
ENSG00000110660	SLC35F2	unresponsive
ENSG00000166266	CUL5	unresponsive
ENSG00000255467	AP002433.1	unresponsive
ENSG00000075239	ACAT1	unresponsive
ENSG00000149308	NPAT	unresponsive
ENSG00000149311	ATM	unresponsive
ENSG00000166323	C11orf65	unresponsive
ENSG00000178202	KDELC2	unresponsive
ENSG00000110723	EXPH5	unresponsive
ENSG00000178105	DDX10	unresponsive
ENSG00000149289	ZC3H12C	unresponsive
ENSG00000137710	RDX	unresponsive
ENSG00000254416	AP000924.1	unresponsive
ENSG00000137714	FDX1	unresponsive
ENSG00000137727	ARHGAP20	unresponsive
ENSG00000196167	COLCA1	unresponsive
ENSG00000214290	COLCA2	unresponsive
ENSG00000204381	LAYN	unresponsive
ENSG00000170145	SIK2	unresponsive
ENSG00000235286	AP000925.1	unresponsive
ENSG00000137713	PPP2R1B	unresponsive
ENSG00000254990	AP001781.1	unresponsive
ENSG00000086848	ALG9	unresponsive
ENSG00000255561	FDXACB1	unresponsive
ENSG00000137720	C11orf1	unresponsive
ENSG00000109846	CRYAB	unresponsive
ENSG00000170276	HSPB2	unresponsive
ENSG00000150764	DIXDC1	unresponsive
ENSG00000150768	DLAT	unresponsive
ENSG00000230911	PPIHP1	unresponsive
ENSG00000150773	PIH1D2	unresponsive
ENSG00000150776	NKAPD1	unresponsive
ENSG00000150779	TIMM8B	unresponsive
ENSG00000204370	SDHD	unresponsive
ENSG00000150782	IL18	unresponsive
ENSG00000254638	AP002884.2	unresponsive
ENSG00000150783	TEX12	unresponsive
ENSG00000197580	BCO2	unresponsive
ENSG00000150787	PTS	unresponsive
ENSG00000243250	RPS6P16	unresponsive
ENSG00000250303	AP002884.1	unresponsive
ENSG00000149292	TTC12	unresponsive
ENSG00000270179	AP002840.2	unresponsive
ENSG00000166682	TMPRSS5	unresponsive
ENSG00000086827	ZW10	unresponsive
ENSG00000048028	USP28	unresponsive
ENSG00000166741	NNMT	unresponsive
ENSG00000180425	C11orf71	unresponsive
ENSG00000076053	RBM7	unresponsive
ENSG00000255663	AP002373.1	unresponsive
ENSG00000076043	REXO2	unresponsive
ENSG00000204361	NXPE2	unresponsive
ENSG00000182985	CADM1	unresponsive
ENSG00000137656	BUD13	unresponsive
ENSG00000226645	AP006216.1	unresponsive
ENSG00000109917	ZPR1	unresponsive
ENSG00000110243	APOA5	unresponsive
ENSG00000110244	APOA4	upregulated
ENSG00000118137	APOA1	upregulated
ENSG00000235910	APOA1-AS	unresponsive
ENSG00000160584	SIK3	unresponsive
ENSG00000234268	AP000936.3	unresponsive
ENSG00000254851	AP005018.2	unresponsive
ENSG00000254678	AP005018.1	unresponsive
ENSG00000168092	PAFAH1B2	unresponsive
ENSG00000149577	SIDT2	unresponsive
ENSG00000149591	TAGLN	unresponsive
ENSG00000160613	PCSK7	unresponsive
ENSG00000280143	AP000892.3	unresponsive
ENSG00000167257	RNF214	unresponsive
ENSG00000186318	BACE1	unresponsive
ENSG00000278768	BACE1-AS	unresponsive
ENSG00000276505	AP000892.2	unresponsive
ENSG00000110274	CEP164	unresponsive
ENSG00000250699	AP000892.1	unresponsive
ENSG00000177103	DSCAML1	unresponsive
ENSG00000177098	SCN4B	unresponsive
ENSG00000160588	MPZL3	unresponsive
ENSG00000149573	MPZL2	unresponsive
ENSG00000167286	CD3D	unresponsive
ENSG00000110344	UBE4A	unresponsive
ENSG00000254873	AP001267.1	unresponsive
ENSG00000167283	ATP5MG	unresponsive
ENSG00000118058	KMT2A	unresponsive
ENSG00000255435	AP001267.3	unresponsive
ENSG00000172425	TTC36	unresponsive
ENSG00000149582	TMEM25	unresponsive
ENSG00000118096	IFT46	unresponsive
ENSG00000243431	RPL5P30	unresponsive
ENSG00000095139	ARCN1	unresponsive
ENSG00000207185	RNU6-1157P	unresponsive
ENSG00000019144	PHLDB1	unresponsive
ENSG00000255176	AP000941.1	unresponsive
ENSG00000118094	TREH	unresponsive
ENSG00000255422	AP002954.1	unresponsive
ENSG00000110367	DDX6	unresponsive
ENSG00000278376	AP004609.3	unresponsive
ENSG00000160683	CXCR5	unresponsive
ENSG00000245869	AP004609.1	unresponsive
ENSG00000186174	BCL9L	unresponsive
ENSG00000264211	MIR4492	unresponsive
ENSG00000110375	UPK2	unresponsive
ENSG00000280502	RF00017	unresponsive
ENSG00000255121	AP003392.4	unresponsive
ENSG00000186166	CCDC84	unresponsive
ENSG00000240970	RPL23AP64	unresponsive
ENSG00000254428	AP003392.1	unresponsive
ENSG00000254909	AP003392.2	unresponsive
ENSG00000118181	RPS25	unresponsive
ENSG00000196655	TRAPPC4	unresponsive
ENSG00000137700	SLC37A4	unresponsive
ENSG00000255114	AP003392.3	unresponsive
ENSG00000149428	HYOU1	unresponsive
ENSG00000271751	AP003392.5	unresponsive
ENSG00000272186	AP003392.6	unresponsive
ENSG00000160695	VPS11	unresponsive
ENSG00000256269	HMBS	unresponsive
ENSG00000188486	H2AFX	unresponsive
ENSG00000281272	NA	unresponsive
ENSG00000172269	DPAGT1	unresponsive
ENSG00000172375	C2CD2L	unresponsive
ENSG00000172273	HINFP	unresponsive
ENSG00000172350	ABCG4	unresponsive
ENSG00000160703	NLRX1	unresponsive
ENSG00000248712	CCDC153	unresponsive
ENSG00000110395	CBL	unresponsive
ENSG00000076706	MCAM	unresponsive
ENSG00000173456	RNF26	unresponsive
ENSG00000245385	AP003396.1	unresponsive
ENSG00000036672	USP2	upregulated
ENSG00000254740	AP003396.3	unresponsive
ENSG00000245248	USP2-AS1	unresponsive
ENSG00000154096	THY1	unresponsive
ENSG00000263873	AP003396.5	unresponsive
ENSG00000110400	NECTIN1	unresponsive
ENSG00000137699	TRIM29	unresponsive
ENSG00000184232	OAF	unresponsive
ENSG00000137709	POU2F3	unresponsive
ENSG00000181264	TMEM136	unresponsive
ENSG00000196914	ARHGEF12	unresponsive
ENSG00000149403	GRIK4	unresponsive
ENSG00000154114	TBCEL	unresponsive
ENSG00000281492	NA	unresponsive
ENSG00000109927	TECTA	unresponsive
ENSG00000109929	SC5D	unresponsive
ENSG00000232460	BMPR1AP2	unresponsive
ENSG00000137642	SORL1	unresponsive
ENSG00000255248	MIR100HG	unresponsive
ENSG00000255090	NA	unresponsive
ENSG00000255015	AP000755.1	unresponsive
ENSG00000154127	UBASH3B	unresponsive
ENSG00000109943	CRTAM	upregulated
ENSG00000109944	JHY	unresponsive
ENSG00000213184	AP003040.1	unresponsive
ENSG00000109971	HSPA8	unresponsive
ENSG00000200879	SNORD14E	unresponsive
ENSG00000166250	CLMP	unresponsive
ENSG00000254667	NA	unresponsive
ENSG00000023171	GRAMD1B	unresponsive
ENSG00000166257	SCN3B	upregulated
ENSG00000254467	AP002765.1	unresponsive
ENSG00000166261	ZNF202	unresponsive
ENSG00000110002	VWA5A	unresponsive
ENSG00000154144	TBRG1	unresponsive
ENSG00000110013	SIAE	unresponsive
ENSG00000200278	RNA5SP352	unresponsive
ENSG00000064199	SPA17	unresponsive
ENSG00000154146	NRGN	unresponsive
ENSG00000255045	AP000866.5	unresponsive
ENSG00000019102	VSIG2	unresponsive
ENSG00000149564	ESAM	unresponsive
ENSG00000250073	AP000866.2	unresponsive
ENSG00000120458	MSANTD2	unresponsive
ENSG00000279342	AP000866.6	unresponsive
ENSG00000254509	AP000866.3	unresponsive
ENSG00000245498	AP000866.1	unresponsive
ENSG00000254941	AP000866.4	unresponsive
ENSG00000154134	ROBO3	unresponsive
ENSG00000154133	ROBO4	unresponsive
ENSG00000149548	CCDC15	unresponsive
ENSG00000134955	SLC37A2	unresponsive
ENSG00000150433	TMEM218	unresponsive
ENSG00000149557	FEZ1	unresponsive
ENSG00000149547	EI24	unresponsive
ENSG00000134910	STT3A	unresponsive
ENSG00000149554	CHEK1	unresponsive
ENSG00000134940	ACRV1	upregulated
ENSG00000198331	HYLS1	unresponsive
ENSG00000110060	PUS3	unresponsive
ENSG00000109832	DDX25	unresponsive
ENSG00000064309	CDON	unresponsive
ENSG00000264299	NA	unresponsive
ENSG00000254759	NAP1L1P1	unresponsive
ENSG00000165526	RPUSD4	unresponsive
ENSG00000254694	AP001893.1	downregulated
ENSG00000197798	FAM118B	unresponsive
ENSG00000182934	SRPRA	unresponsive
ENSG00000110074	FOXRED1	unresponsive
ENSG00000150455	TIRAP	unresponsive
ENSG00000254905	AP001318.1	unresponsive
ENSG00000255062	AP001318.2	unresponsive
ENSG00000110063	DCPS	unresponsive
ENSG00000280832	GSEC	unresponsive
ENSG00000110080	ST3GAL4	unresponsive
ENSG00000149571	KIRREL3	unresponsive
ENSG00000254612	AP001000.1	unresponsive
ENSG00000273415	AP000904.1	unresponsive
ENSG00000134954	ETS1	unresponsive
ENSG00000151702	FLI1	unresponsive
ENSG00000254703	SENCR	unresponsive
ENSG00000151704	KCNJ1	upregulated
ENSG00000120457	KCNJ5	unresponsive
ENSG00000174370	C11orf45	unresponsive
ENSG00000120471	TP53AIP1	upregulated
ENSG00000134909	ARHGAP32	unresponsive
ENSG00000151715	TMEM45B	unresponsive
ENSG00000170322	NFRKB	unresponsive
ENSG00000170325	PRDM10	unresponsive
ENSG00000233220	LINC00167	unresponsive
ENSG00000084234	APLP2	unresponsive
